Bo_gene	subgenome	At_gene
Bo1g006310	LF	AT4G35660
Bo1g006270	LF	AT4G35730
Bo1g006260	LF	AT4G35750
Bo1g006240	LF	AT4G35770
Bo1g006230	LF	AT4G35783
Bo1g006170	LF	AT4G35810
Bo1g006160	LF	AT4G35830
Bo1g006150	LF	AT4G35840
Bo1g006140	LF	AT4G35850
Bo1g006130	LF	AT4G35880
Bo1g006120	LF	AT4G35890
Bo1g006110	LF	AT4G35900
Bo1g006090	LF	AT4G35920
Bo1g006080	LF	AT4G35940
Bo1g006060	LF	AT4G35970
Bo1g006050	LF	AT4G35987
Bo1g006040	LF	AT4G36000
Bo1g006000	LF	AT4G36020
Bo1g005990	LF	AT4G36040
Bo1g005980	LF	AT4G36050
Bo1g005970	LF	AT4G36060
Bo1g005960	LF	AT4G36080
Bo1g005950	LF	AT4G36090
Bo1g005940	LF	AT4G36105
Bo1g005930	LF	AT4G36110
Bo1g005920	LF	AT4G36120
Bo1g005910	LF	AT4G36130
Bo1g005900	LF	AT4G36140
Bo1g005820	LF	AT4G36140
Bo1g005810	LF	AT4G36160
Bo1g005800	LF	AT4G36180
Bo1g005790	LF	AT4G36190
Bo1g005780	LF	AT4G36210
Bo1g005770	LF	AT4G36220
Bo1g005750	LF	AT4G36240
Bo1g005740	LF	AT4G36250
Bo1g005730	LF	AT4G36260
Bo1g005720	LF	AT4G36270
Bo1g005700	LF	AT4G36380
Bo1g005690	LF	AT4G36390
Bo1g005680	LF	AT4G36410
Bo1g005630	LF	AT4G36470
Bo1g005640	LF	AT4G36480
Bo1g005610	LF	AT4G36500
Bo1g005600	LF	AT4G36520
Bo1g005590	LF	AT4G36530
Bo1g005570	LF	AT4G36570
Bo1g005560	LF	AT4G36580
Bo1g005540	LF	AT4G36610
Bo1g005520	LF	AT4G36640
Bo1g005480	LF	AT4G36690
Bo1g005460	LF	AT4G36730
Bo1g005450	LF	AT4G36740
Bo1g005430	LF	AT4G36750
Bo1g005420	LF	AT4G36760
Bo1g005410	LF	AT4G36770
Bo1g005400	LF	AT4G36780
Bo1g005390	LF	AT4G36790
Bo1g005380	LF	AT4G36810
Bo1g005370	LF	AT4G36820
Bo1g005360	LF	AT4G36850
Bo1g005350	LF	AT4G36860
Bo1g005330	LF	AT4G36870
Bo1g004920	LF	AT4G36880
Bo1g004930	LF	AT4G36890
Bo1g004940	LF	AT4G36900
Bo1g004960	LF	AT4G36920
Bo1g004970	LF	AT4G36930
Bo1g004980	LF	AT4G36950
Bo1g005010	LF	AT4G36960
Bo1g005020	LF	AT4G36970
Bo1g005030	LF	AT4G36980
Bo1g005040	LF	AT4G36990
Bo1g005130	LF	AT4G37100
Bo1g005220	LF	AT4G37100
Bo1g005230	LF	AT4G37110
Bo1g005250	LF	AT4G37130
Bo1g005290	LF	AT4G37200
Bo1g005300	LF	AT4G37210
Bo1g005310	LF	AT4G37235
Bo1g005320	LF	AT4G37240
Bo1g004910	LF	AT4G37250
Bo1g004900	LF	AT4G37260
Bo1g004890	LF	AT4G37270
Bo1g004880	LF	AT4G37290
Bo1g004870	LF	AT4G37295
Bo1g004860	LF	AT4G37300
Bo1g005270	LF	AT4G37380
Bo1g003730	LF	AT4G37420
Bo1g003650	LF	AT4G37440
Bo1g003610	LF	AT4G37450
Bo1g003600	LF	AT4G37460
Bo1g003560	LF	AT4G37520
Bo1g003550	LF	AT4G37540
Bo1g003530	LF	AT4G37550
Bo1g003520	LF	AT4G37580
Bo1g003510	LF	AT4G37610
Bo1g003500	LF	AT4G37650
Bo1g003490	LF	AT4G37670
Bo1g003480	LF	AT4G37680
Bo1g003470	LF	AT4G37730
Bo1g003460	LF	AT4G37740
Bo1g003450	LF	AT4G37750
Bo1g003440	LF	AT4G37760
Bo1g003430	LF	AT4G37770
Bo1g003420	LF	AT4G37780
Bo1g003400	LF	AT4G37790
Bo1g003390	LF	AT4G37810
Bo1g003380	LF	AT4G37830
Bo1g003370	LF	AT4G37840
Bo1g003350	LF	AT4G37850
Bo1g003340	LF	AT4G37860
Bo1g003330	LF	AT4G37870
Bo1g003320	LF	AT4G37880
Bo1g003310	LF	AT4G37910
Bo1g003300	LF	AT4G37920
Bo1g003290	LF	AT4G37930
Bo1g003280	LF	AT4G37940
Bo1g003270	LF	AT4G37940
Bo1g003230	LF	AT4G37970
Bo1g003220	LF	AT4G38000
Bo1g003210	LF	AT4G38020
Bo1g003190	LF	AT4G38040
Bo1g003180	LF	AT4G38050
Bo1g003170	LF	AT4G38060
Bo1g001060	LF	AT4G38190
Bo1g001050	LF	AT4G38210
Bo1g001040	LF	AT4G38220
Bo1g001020	LF	AT4G38250
Bo1g001010	LF	AT4G38250
Bo1g001030	LF	AT4G38360
Bo1g001080	LF	AT4G38400
Bo1g001090	LF	AT4G38460
Bo1g001100	LF	AT4G38470
Bo1g001140	LF	AT4G38660
Bo1g002150	LF	AT4G38700
Bo1g002160	LF	AT4G38730
Bo1g002170	LF	AT4G38770
Bo1g002180	LF	AT4G38790
Bo1g002190	LF	AT4G38825
Bo1g002210	LF	AT4G38880
Bo1g002220	LF	AT4G38890
Bo1g002230	LF	AT4G38910
Bo1g002240	LF	AT4G38920
Bo1g002250	LF	AT4G38950
Bo1g002260	LF	AT4G38970
Bo1g002310	LF	AT4G39030
Bo1g002340	LF	AT4G39080
Bo1g002350	LF	AT4G39090
Bo1g002370	LF	AT4G39110
Bo1g002380	LF	AT4G39120
Bo1g002390	LF	AT4G39130
Bo1g002410	LF	AT4G39140
Bo1g002420	LF	AT4G39150
Bo1g002440	LF	AT4G39200
Bo1g002450	LF	AT4G39250
Bo1g002460	LF	AT4G39260
Bo1g002480	LF	AT4G39320
Bo1g002490	LF	AT4G39340
Bo1g002500	LF	AT4G39350
Bo1g002510	LF	AT4G39360
Bo1g002520	LF	AT4G39390
Bo1g002540	LF	AT4G39410
Bo1g002550	LF	AT4G39420
Bo1g002560	LF	AT4G39480
Bo1g002570	LF	AT4G39520
Bo1g002590	LF	AT4G39540
Bo1g002690	LF	AT4G39620
Bo1g002670	LF	AT4G39620
Bo1g002710	LF	AT4G39630
Bo1g002700	LF	AT4G39640
Bo1g002730	LF	AT4G39660
Bo1g002750	LF	AT4G39680
Bo1g002760	LF	AT4G39700
Bo1g002770	LF	AT4G39710
Bo1g002780	LF	AT4G39720
Bo1g002790	LF	AT4G39740
Bo1g002810	LF	AT4G39770
Bo1g002840	LF	AT4G39780
Bo1g002850	LF	AT4G39790
Bo1g002860	LF	AT4G39795
Bo1g002870	LF	AT4G39800
Bo1g002880	LF	AT4G39810
Bo1g002890	LF	AT4G39820
Bo1g002900	LF	AT4G39840
Bo1g002930	LF	AT4G39880
Bo1g002940	LF	AT4G39900
Bo1g002950	LF	AT4G39910
Bo1g002960	LF	AT4G39940
Bo1g002970	LF	AT4G39950
Bo1g003010	LF	AT4G39980
Bo1g003020	LF	AT4G39990
Bo1g003050	LF	AT4G40000
Bo1g003060	LF	AT4G40010
Bo1g003070	LF	AT4G40020
Bo1g003080	LF	AT4G40030
Bo1g003090	LF	AT4G40042
Bo1g003100	LF	AT4G40045
Bo1g003110	LF	AT4G40050
Bo1g003130	LF	AT4G40060
Bo1g003150	LF	AT4G40080
Bo1g003160	LF	AT4G40090
Bo9g184920	LF	AT5G01030
Bo9g184930	LF	AT5G01060
Bo9g184950	LF	AT5G01100
Bo9g184970	LF	AT5G01170
Bo9g184980	LF	AT5G01180
Bo9g184990	LF	AT5G01220
Bo9g185000	LF	AT5G01225
Bo9g185010	LF	AT5G01230
Bo9g185020	LF	AT5G01240
Bo9g185030	LF	AT5G01250
Bo9g185040	LF	AT5G01300
Bo9g185050	LF	AT5G01310
Bo9g185070	LF	AT5G01320
Bo9g186070	LF	AT5G01380
Bo9g186090	LF	AT5G01540
Bo9g186110	LF	AT5G01660
Bo9g184890	LF	AT5G02010
Bo9g184880	LF	AT5G02020
Bo9g184860	LF	AT5G02030
Bo9g184840	LF	AT5G02080
Bo9g184830	LF	AT5G02090
Bo9g184810	LF	AT5G02100
Bo9g184790	LF	AT5G02130
Bo9g184770	LF	AT5G02160
Bo9g184750	LF	AT5G02200
Bo9g184740	LF	AT5G02220
Bo9g184730	LF	AT5G02230
Bo9g184720	LF	AT5G02240
Bo9g184710	LF	AT5G02250
Bo9g184700	LF	AT5G02260
Bo9g184690	LF	AT5G02270
Bo9g184680	LF	AT5G02290
Bo9g184670	LF	AT5G02310
Bo9g184660	LF	AT5G02320
Bo9g184640	LF	AT5G02370
Bo9g184630	LF	AT5G02390
Bo9g184620	LF	AT5G02400
Bo9g184610	LF	AT5G02410
Bo9g184600	LF	AT5G02420
Bo9g183590	LF	AT5G02460
Bo9g183580	LF	AT5G02470
Bo9g183570	LF	AT5G02480
Bo9g183560	LF	AT5G02490
Bo9g183530	LF	AT5G02530
Bo9g183520	LF	AT5G02540
Bo9g183510	LF	AT5G02550
Bo9g183500	LF	AT5G02580
Bo9g183490	LF	AT5G02600
Bo9g183480	LF	AT5G02610
Bo9g183470	LF	AT5G02620
Bo9g183460	LF	AT5G02640
Bo9g183390	LF	AT5G02700
Bo9g183450	LF	AT5G02710
Bo9g183440	LF	AT5G02730
Bo9g183430	LF	AT5G02740
Bo9g183420	LF	AT5G02750
Bo9g183410	LF	AT5G02760
Bo9g183400	LF	AT5G02770
Bo9g183370	LF	AT5G02800
Bo9g183360	LF	AT5G02800
Bo9g183350	LF	AT5G02810
Bo9g183340	LF	AT5G02820
Bo9g183330	LF	AT5G02830
Bo9g183310	LF	AT5G02870
Bo9g183300	LF	AT5G02890
Bo9g183260	LF	AT5G02960
Bo9g183250	LF	AT5G02970
Bo9g183220	LF	AT5G03050
Bo9g183210	LF	AT5G03060
Bo9g183200	LF	AT5G03070
Bo9g183190	LF	AT5G03070
Bo9g183180	LF	AT5G03080
Bo9g183170	LF	AT5G03150
Bo9g183160	LF	AT5G03160
Bo9g183140	LF	AT5G03180
Bo9g182010	LF	AT5G03180
Bo9g183120	LF	AT5G03200
Bo9g183080	LF	AT5G03230
Bo9g183070	LF	AT5G03250
Bo9g183060	LF	AT5G03280
Bo9g183030	LF	AT5G03310
Bo9g183020	LF	AT5G03320
Bo9g182000	LF	AT5G03380
Bo9g181980	LF	AT5G03440
Bo9g181970	LF	AT5G03460
Bo9g181940	LF	AT5G03510
Bo9g181930	LF	AT5G03520
Bo9g181920	LF	AT5G03540
Bo9g181860	LF	AT5G03640
Bo9g181850	LF	AT5G03650
Bo9g181840	LF	AT5G03660
Bo9g181830	LF	AT5G03670
Bo9g181820	LF	AT5G03680
Bo9g181810	LF	AT5G03690
Bo9g181800	LF	AT5G03700
Bo9g181780	LF	AT5G03720
Bo9g181770	LF	AT5G03730
Bo9g181760	LF	AT5G03740
Bo9g181750	LF	AT5G03760
Bo9g181700	LF	AT5G03795
Bo9g181670	LF	AT5G03840
Bo9g181660	LF	AT5G03850
Bo9g181640	LF	AT5G03880
Bo9g181630	LF	AT5G03890
Bo9g181620	LF	AT5G03900
Bo9g181610	LF	AT5G03910
Bo9g181600	LF	AT5G03940
Bo9g181530	LF	AT5G03980
Bo9g181510	LF	AT5G03990
Bo9g181490	LF	AT5G04020
Bo9g181480	LF	AT5G04030
Bo9g181430	LF	AT5G04050
Bo9g181410	LF	AT5G04080
Bo9g181390	LF	AT5G04120
Bo9g181380	LF	AT5G04140
Bo9g181360	LF	AT5G04160
Bo9g181350	LF	AT5G04170
Bo9g181340	LF	AT5G04190
Bo9g181330	LF	AT5G04200
Bo9g181320	LF	AT5G04220
Bo9g181310	LF	AT5G04240
Bo9g181300	LF	AT5G04250
Bo9g181290	LF	AT5G04260
Bo9g181280	LF	AT5G04270
Bo9g181270	LF	AT5G04290
Bo9g181260	LF	AT5G04310
Bo9g181250	LF	AT5G04320
Bo9g181210	LF	AT5G04320
Bo9g181190	LF	AT5G04330
Bo9g181170	LF	AT5G04340
Bo9g181130	LF	AT5G04360
Bo9g180070	LF	AT5G04360
Bo9g180060	LF	AT5G04390
Bo9g180050	LF	AT5G04400
Bo9g178760	LF	AT5G04430
Bo9g178770	LF	AT5G04440
Bo9g178780	LF	AT5G04460
Bo9g178800	LF	AT5G04470
Bo9g178810	LF	AT5G04480
Bo9g178820	LF	AT5G04490
Bo9g178830	LF	AT5G04500
Bo9g178840	LF	AT5G04510
Bo9g178850	LF	AT5G04530
Bo9g178860	LF	AT5G04540
Bo9g178870	LF	AT5G04550
Bo9g178880	LF	AT5G04560
Bo9g178890	LF	AT5G04590
Bo9g178900	LF	AT5G04600
Bo9g178910	LF	AT5G04610
Bo9g178920	LF	AT5G04620
Bo9g178930	LF	AT5G04630
Bo9g178940	LF	AT5G04640
Bo9g178950	LF	AT5G04710
Bo9g178960	LF	AT5G04720
Bo9g178980	LF	AT5G04760
Bo9g179000	LF	AT5G04810
Bo9g179020	LF	AT5G04820
Bo9g179030	LF	AT5G04830
Bo9g179040	LF	AT5G04840
Bo9g177660	LF	AT5G04850
Bo9g177650	LF	AT5G04860
Bo9g177640	LF	AT5G04870
Bo9g177620	LF	AT5G04885
Bo9g177580	LF	AT5G04895
Bo9g177560	LF	AT5G04910
Bo9g177550	LF	AT5G04920
Bo9g177540	LF	AT5G04940
Bo9g177530	LF	AT5G04950
Bo9g177520	LF	AT5G04960
Bo9g177400	LF	AT5G05080
Bo9g177370	LF	AT5G05130
Bo9g177760	LF	AT5G05130
Bo9g177360	LF	AT5G05140
Bo9g177350	LF	AT5G05160
Bo9g177340	LF	AT5G05180
Bo9g177330	LF	AT5G05190
Bo9g177320	LF	AT5G05200
Bo9g177280	LF	AT5G05240
Bo9g177270	LF	AT5G05250
Bo9g177260	LF	AT5G05260
Bo9g177250	LF	AT5G05270
Bo9g177240	LF	AT5G05280
Bo9g177220	LF	AT5G05300
Bo9g177210	LF	AT5G05310
Bo9g177180	LF	AT5G05350
Bo9g177170	LF	AT5G05360
Bo9g177160	LF	AT5G05370
Bo9g177150	LF	AT5G05380
Bo9g177130	LF	AT5G05410
Bo9g177120	LF	AT5G05440
Bo9g177090	LF	AT5G05500
Bo9g177080	LF	AT5G05510
Bo9g177070	LF	AT5G05520
Bo9g177060	LF	AT5G05550
Bo9g177040	LF	AT5G05630
Bo9g177030	LF	AT5G05660
Bo9g177020	LF	AT5G05670
Bo9g177010	LF	AT5G05680
Bo9g177000	LF	AT5G05690
Bo9g176980	LF	AT5G05700
Bo9g176940	LF	AT5G05730
Bo9g176930	LF	AT5G05750
Bo9g176920	LF	AT5G05770
Bo9g176910	LF	AT5G05780
Bo9g176900	LF	AT5G05790
Bo9g176890	LF	AT5G05800
Bo9g176880	LF	AT5G05810
Bo9g176870	LF	AT5G05820
Bo9g176860	LF	AT5G05830
Bo9g176850	LF	AT5G05840
Bo9g176840	LF	AT5G05850
Bo9g176750	LF	AT5G05860
Bo9g176710	LF	AT5G05930
Bo9g176690	LF	AT5G05960
Bo9g176670	LF	AT5G05970
Bo9g176650	LF	AT5G05990
Bo9g176600	LF	AT5G06060
Bo9g176590	LF	AT5G06070
Bo9g176580	LF	AT5G06080
Bo9g176560	LF	AT5G06090
Bo9g176550	LF	AT5G06120
Bo9g176510	LF	AT5G06170
Bo9g176500	LF	AT5G06180
Bo9g176490	LF	AT5G06220
Bo9g176480	LF	AT5G06240
Bo9g176470	LF	AT5G06250
Bo9g176460	LF	AT5G06260
Bo9g176450	LF	AT5G06265
Bo9g176400	LF	AT5G06265
Bo9g176370	LF	AT5G06270
Bo9g176350	LF	AT5G06280
Bo9g176340	LF	AT5G06290
Bo9g176330	LF	AT5G06300
Bo9g176310	LF	AT5G06310
Bo9g176290	LF	AT5G06320
Bo9g176270	LF	AT5G06340
Bo9g176260	LF	AT5G06350
Bo9g176240	LF	AT5G06360
Bo9g176230	LF	AT5G06380
Bo9g176220	LF	AT5G06390
Bo9g176210	LF	AT5G06400
Bo9g176180	LF	AT5G06430
Bo9g176160	LF	AT5G06460
Bo9g176150	LF	AT5G06480
Bo9g176130	LF	AT5G06490
Bo9g176110	LF	AT5G06500
Bo9g176100	LF	AT5G06510
Bo9g176070	LF	AT5G06530
Bo9g176060	LF	AT5G06530
Bo9g176050	LF	AT5G06540
Bo9g176040	LF	AT5G06550
Bo9g176030	LF	AT5G06560
Bo9g176020	LF	AT5G06570
Bo9g176010	LF	AT5G06580
Bo9g175930	LF	AT5G06680
Bo9g175910	LF	AT5G06700
Bo9g175900	LF	AT5G06710
Bo9g175870	LF	AT5G06740
Bo9g175860	LF	AT5G06750
Bo9g175830	LF	AT5G06790
Bo9g175800	LF	AT5G06820
Bo9g175790	LF	AT5G06830
Bo9g175780	LF	AT5G06839
Bo9g175770	LF	AT5G06850
Bo9g175720	LF	AT5G06940
Bo9g175710	LF	AT5G06950
Bo9g175030	LF	AT5G06970
Bo9g175040	LF	AT5G06980
Bo9g175050	LF	AT5G06990
Bo9g175060	LF	AT5G07000
Bo9g175070	LF	AT5G07020
Bo9g175080	LF	AT5G07030
Bo9g175090	LF	AT5G07040
Bo9g175100	LF	AT5G07050
Bo9g175120	LF	AT5G07070
Bo9g175150	LF	AT5G07080
Bo9g175160	LF	AT5G07120
Bo9g175170	LF	AT5G07130
Bo9g175190	LF	AT5G07160
Bo9g175200	LF	AT5G07180
Bo9g175240	LF	AT5G07200
Bo9g175250	LF	AT5G07210
Bo9g175260	LF	AT5G07220
Bo9g175270	LF	AT5G07240
Bo9g175280	LF	AT5G07250
Bo9g175300	LF	AT5G07270
Bo9g175310	LF	AT5G07280
Bo9g175630	LF	AT5G07280
Bo9g175370	LF	AT5G07290
Bo9g175380	LF	AT5G07300
Bo9g175390	LF	AT5G07310
Bo9g175400	LF	AT5G07320
Bo9g175410	LF	AT5G07330
Bo9g175420	LF	AT5G07360
Bo9g175430	LF	AT5G07370
Bo9g175440	LF	AT5G07380
Bo9g175450	LF	AT5G07390
Bo9g175460	LF	AT5G07410
Bo9g175480	LF	AT5G07440
Bo9g175490	LF	AT5G07450
Bo9g175530	LF	AT5G07480
Bo9g175540	LF	AT5G07480
Bo9g175550	LF	AT5G07500
Bo9g175580	LF	AT5G07510
Bo9g175590	LF	AT5G07510
Bo9g175600	LF	AT5G07510
Bo9g175560	LF	AT5G07510
Bo9g175610	LF	AT5G07580
Bo9g175620	LF	AT5G07590
Bo9g175640	LF	AT5G07630
Bo9g175650	LF	AT5G07670
Bo9g175670	LF	AT5G07680
Bo9g175680	LF	AT5G07690
Bo9g175690	LF	AT5G07710
Bo9g175010	LF	AT5G07720
Bo9g174980	LF	AT5G07740
Bo9g174970	LF	AT5G07800
Bo9g174960	LF	AT5G07820
Bo9g174860	LF	AT5G08010
Bo9g174850	LF	AT5G08030
Bo9g174840	LF	AT5G08040
Bo9g174830	LF	AT5G08060
Bo9g174820	LF	AT5G08080
Bo9g174770	LF	AT5G08130
Bo9g174760	LF	AT5G08139
Bo9g174740	LF	AT5G08160
Bo9g174730	LF	AT5G08170
Bo9g174720	LF	AT5G08170
Bo9g174710	LF	AT5G08180
Bo9g174680	LF	AT5G08190
Bo9g174660	LF	AT5G08200
Bo9g174650	LF	AT5G08230
Bo9g174620	LF	AT5G08240
Bo9g174550	LF	AT5G08280
Bo9g174540	LF	AT5G08290
Bo9g174520	LF	AT5G08310
Bo9g174510	LF	AT5G08315
Bo9g174480	LF	AT5G08420
Bo9g174460	LF	AT5G08450
Bo9g174450	LF	AT5G08460
Bo9g174410	LF	AT5G08500
Bo9g174390	LF	AT5G08510
Bo9g174370	LF	AT5G08530
Bo9g174360	LF	AT5G08535
Bo9g174350	LF	AT5G08550
Bo9g174340	LF	AT5G08560
Bo9g174330	LF	AT5G08580
Bo9g174320	LF	AT5G08590
Bo9g174310	LF	AT5G08610
Bo9g174290	LF	AT5G08640
Bo9g174280	LF	AT5G08660
Bo9g174260	LF	AT5G08670
Bo9g174240	LF	AT5G08720
Bo9g174230	LF	AT5G08730
Bo9g174220	LF	AT5G08740
Bo9g174210	LF	AT5G08750
Bo9g174190	LF	AT5G08770
Bo9g174180	LF	AT5G08780
Bo9g174170	LF	AT5G08790
Bo9g174160	LF	AT5G09220
Bo9g174150	LF	AT5G09240
Bo9g174130	LF	AT5G09280
Bo9g174120	LF	AT5G09310
Bo9g174100	LF	AT5G09320
Bo9g174110	LF	AT5G09320
Bo9g174090	LF	AT5G09330
Bo9g174070	LF	AT5G09370
Bo9g174050	LF	AT5G09410
Bo9g174010	LF	AT5G09440
Bo9g173990	LF	AT5G09480
Bo9g173980	LF	AT5G09520
Bo9g173970	LF	AT5G09540
Bo9g173960	LF	AT5G09550
Bo9g173950	LF	AT5G09570
Bo9g173940	LF	AT5G09600
Bo9g173930	LF	AT5G09620
Bo9g173910	LF	AT5G09640
Bo9g173900	LF	AT5G09650
Bo9g173870	LF	AT5G09740
Bo9g173860	LF	AT5G09750
Bo9g173820	LF	AT5G09760
Bo9g173760	LF	AT5G09805
Bo9g173750	LF	AT5G09810
Bo9g173740	LF	AT5G09830
Bo9g173730	LF	AT5G09840
Bo9g173720	LF	AT5G09850
Bo9g173710	LF	AT5G09876
Bo9g173700	LF	AT5G09880
Bo9g173690	LF	AT5G09900
Bo9g173680	LF	AT5G09920
Bo9g173640	LF	AT5G09970
Bo9g173610	LF	AT5G09990
Bo9g173600	LF	AT5G09995
Bo9g173590	LF	AT5G10000
Bo9g173580	LF	AT5G10010
Bo9g173570	LF	AT5G10020
Bo9g173550	LF	AT5G10030
Bo9g173520	LF	AT5G10070
Bo9g173470	LF	AT5G10080
Bo9g173510	LF	AT5G10080
Bo9g173440	LF	AT5G10100
Bo9g173380	LF	AT5G10130
Bo9g173370	LF	AT5G10140
Bo9g172360	LF	AT5G10200
Bo9g172350	LF	AT5G10210
Bo9g172330	LF	AT5G10220
Bo9g172320	LF	AT5G10250
Bo9g172310	LF	AT5G10270
Bo9g172290	LF	AT5G10280
Bo9g172250	LF	AT5G10300
Bo9g172240	LF	AT5G10310
Bo9g172230	LF	AT5G10320
Bo9g172220	LF	AT5G10360
Bo9g172210	LF	AT5G10370
Bo9g172200	LF	AT5G10380
Bo9g172180	LF	AT5G10410
Bo9g172110	LF	AT5G10440
Bo9g172100	LF	AT5G10450
Bo9g172070	LF	AT5G10450
Bo9g172060	LF	AT5G10450
Bo9g172020	LF	AT5G10480
Bo9g172010	LF	AT5G10490
Bo9g172000	LF	AT5G10500
Bo9g171990	LF	AT5G10510
Bo9g171980	LF	AT5G10520
Bo9g171950	LF	AT5G10560
Bo9g171940	LF	AT5G10570
Bo9g171930	LF	AT5G10580
Bo9g171920	LF	AT5G10600
Bo9g171910	LF	AT5G10625
Bo9g171890	LF	AT5G10695
Bo9g171830	LF	AT5G10730
Bo9g171810	LF	AT5G10740
Bo9g171670	LF	AT5G10930
Bo9g171660	LF	AT5G10940
Bo9g171650	LF	AT5G10960
Bo9g171640	LF	AT5G10970
Bo9g171630	LF	AT5G10990
Bo9g171620	LF	AT5G11000
Bo9g171610	LF	AT5G11010
Bo9g171600	LF	AT5G11020
Bo9g171590	LF	AT5G11030
Bo9g171580	LF	AT5G11040
Bo9g171570	LF	AT5G11070
Bo9g171550	LF	AT5G11090
Bo9g171510	LF	AT5G11150
Bo9g171500	LF	AT5G11160
Bo9g171480	LF	AT5G11170
Bo9g171490	LF	AT5G11190
Bo9g171470	LF	AT5G11220
Bo9g171460	LF	AT5G11230
Bo9g171450	LF	AT5G11240
Bo9g171440	LF	AT5G11250
Bo9g171430	LF	AT5G11260
Bo9g171420	LF	AT5G11270
Bo9g171410	LF	AT5G11280
Bo9g171400	LF	AT5G11300
Bo9g171390	LF	AT5G11310
Bo9g171380	LF	AT5G11320
Bo9g171350	LF	AT5G11330
Bo9g171340	LF	AT5G11340
Bo9g171320	LF	AT5G11390
Bo9g171220	LF	AT5G11450
Bo9g171210	LF	AT5G11460
Bo9g171170	LF	AT5G11480
Bo9g171150	LF	AT5G11490
Bo9g171140	LF	AT5G11500
Bo9g171130	LF	AT5G11510
Bo9g170090	LF	AT5G11570
Bo9g170080	LF	AT5G11570
Bo9g170060	LF	AT5G11590
Bo9g170050	LF	AT5G11610
Bo9g170040	LF	AT5G11620
Bo9g170030	LF	AT5G11630
Bo9g170020	LF	AT5G11640
Bo9g169990	LF	AT5G11650
Bo9g169960	LF	AT5G11700
Bo9g169950	LF	AT5G11710
Bo9g169940	LF	AT5G11730
Bo9g169890	LF	AT5G11750
Bo9g169880	LF	AT5G11770
Bo9g169870	LF	AT5G11780
Bo9g169860	LF	AT5G11800
Bo9g169850	LF	AT5G11810
Bo9g169840	LF	AT5G11820
Bo9g169820	LF	AT5G11870
Bo9g169790	LF	AT5G11890
Bo9g169780	LF	AT5G11900
Bo9g169770	LF	AT5G11910
Bo9g169760	LF	AT5G11920
Bo9g169750	LF	AT5G11930
Bo9g169740	LF	AT5G11950
Bo9g169680	LF	AT5G12020
Bo9g169670	LF	AT5G12040
Bo9g169660	LF	AT5G12050
Bo9g169640	LF	AT5G12100
Bo9g169630	LF	AT5G12110
Bo9g169620	LF	AT5G12120
Bo9g169610	LF	AT5G12130
Bo9g169600	LF	AT5G12140
Bo9g169590	LF	AT5G12150
Bo9g169570	LF	AT5G12180
Bo9g169550	LF	AT5G12210
Bo9g169540	LF	AT5G12230
Bo9g169530	LF	AT5G12235
Bo9g169520	LF	AT5G12240
Bo9g169510	LF	AT5G12250
Bo9g169500	LF	AT5G12260
Bo9g169490	LF	AT5G12300
Bo9g169480	LF	AT5G12310
Bo9g169470	LF	AT5G12320
Bo9g169460	LF	AT5G12330
Bo9g169450	LF	AT5G12340
Bo9g169440	LF	AT5G12350
Bo9g169430	LF	AT5G12400
Bo9g169410	LF	AT5G12430
Bo9g169340	LF	AT5G12460
Bo9g169330	LF	AT5G12470
Bo9g169320	LF	AT5G12480
Bo9g169310	LF	AT5G12840
Bo9g169300	LF	AT5G12850
Bo9g169290	LF	AT5G12860
Bo9g169270	LF	AT5G12870
Bo9g169260	LF	AT5G12880
Bo9g169250	LF	AT5G12890
Bo9g169230	LF	AT5G12900
Bo9g169220	LF	AT5G12910
Bo9g169190	LF	AT5G12940
Bo9g169170	LF	AT5G12950
Bo9g169160	LF	AT5G12970
Bo9g169150	LF	AT5G12980
Bo9g169140	LF	AT5G13000
Bo9g169120	LF	AT5G13030
Bo9g169100	LF	AT5G13060
Bo9g169080	LF	AT5G13080
Bo9g169060	LF	AT5G13090
Bo9g169020	LF	AT5G13140
Bo9g168990	LF	AT5G13150
Bo9g168980	LF	AT5G13160
Bo9g168970	LF	AT5G13170
Bo9g168950	LF	AT5G13180
Bo9g168940	LF	AT5G13190
Bo9g168930	LF	AT5G13210
Bo9g168900	LF	AT5G13220
Bo9g168890	LF	AT5G13240
Bo9g167890	LF	AT5G13250
Bo9g167880	LF	AT5G13260
Bo9g167860	LF	AT5G13280
Bo9g167850	LF	AT5G13300
Bo9g167840	LF	AT5G13310
Bo9g167810	LF	AT5G13340
Bo9g166790	LF	AT5G13390
Bo9g166760	LF	AT5G13450
Bo9g166700	LF	AT5G13510
Bo9g166680	LF	AT5G13550
Bo9g166670	LF	AT5G13560
Bo9g166660	LF	AT5G13570
Bo9g166650	LF	AT5G13580
Bo9g166640	LF	AT5G13590
Bo9g166630	LF	AT5G13600
Bo9g166620	LF	AT5G13610
Bo9g166610	LF	AT5G13620
Bo9g166600	LF	AT5G13640
Bo9g166580	LF	AT5G13670
Bo9g166560	LF	AT5G13720
Bo9g166520	LF	AT5G13720
Bo9g166460	LF	AT5G13780
Bo9g166450	LF	AT5G13790
Bo9g166440	LF	AT5G13810
Bo9g166400	LF	AT5G13820
Bo9g166390	LF	AT5G13825
Bo9g166360	LF	AT5G13870
Bo9g166350	LF	AT5G13880
Bo9g166340	LF	AT5G13890
